0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
İstanbul,200590137,Vakıf,Bahçeşehir Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"407,9488",89.400,4,4,0,"100,0%",,17.249,,-,,"410,2685",72.151,5,5,-,"100,0%",,-
İstanbul,200190056,Vakıf,Acıbadem Mehmet Ali Aydınlar Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"400,8076",97.900,4,4,0,"100,0%",,11.928,,-,,"396,8077",85.972,5,5,-,"100,0%",,-
İstanbul,206111484,Vakıf,Yeditepe Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"395,1668",104.900,5,5,0,"100,0%",,4.994,,-,,"384,4075","m
99.906",5,5,-,"100,0%",,-
Ankara,101110651,Devlet,Ankara Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"391,5468",109.400,27,27,0,"100,0%",,6.291,,-,,"381,7609",103.109,30,30,-,"100,0%",,-
Ankara,200611443,Vakıf,Başkent Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"390,4143",110.900,5,5,0,"100,0%",,5.227,,-,,"379,7056",105.673,5,5,-,"100,0%",,-
İstanbul,200110141,Vakıf,Acıbadem Mehmet Ali Aydınlar Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"389,2494",112.400,4,4,0,"100,0%",,22.092,,-,,"o
392,8896",90.308,5,5,-,"100,0%",,-
İzmir,203590273,Vakıf,İzmir Ekonomi Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"388,1708",113.800,3,3,0,"100,0%",,-25.442,,-,,"355,4204",139.242,4,4,-,"100,0%",,-
İstanbul,200510967,Vakıf,Bahçeşehir Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"387,4252",114.800,4,4,0,"100,0%",,19.434,,"c
-",,"388,4231",95.366,5,5,-,"100,0%",,-
İstanbul,203110105,Vakıf,İstanbul Medipol Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"383,6755",119.800,5,5,0,"100,0%",,14.868,,-,,"380,2999",104.932,5,5,-,"100,0%",,-
İzmir,103410942,Devlet,Ege Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"382,3973",121.600,27,27,0,"100,0%",,".
7.186",,-,,"372,7443",114.414,30,30,-,"100,0%",,-
Ankara,104111243,Devlet,Gazi Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"379,5918",125.600,27,27,0,"100,0%",,3.534,,-,,"366,9681",122.066,30,30,-,"100,0%",,-
İstanbul,107210986,Devlet,Marmara Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"372,9317",135.200,27,27,0,"m
100,0%",,1.751,,-,,"359,1349",133.449,30,30,-,"100,0%",,-
Ankara,209210041,Vakıf,Ankara Medipol Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"372,4445",135.900,4,4,0,"100,0%",,26.116,,-,,"376,3715",109.784,5,5,-,"100,0%",,-
Ankara,200211659,Vakıf,Atılım Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"369,9382",139.700,3,3,0,"100,0%",,6.555,,-,,"359,3315",133.145,3,3,-,"100,0%",,-
İstanbul,200910451,Vakıf,Bezm-İ Alem Vakıf Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"361,4882",153.300,6,"i
6",0,"100,0%",,29.576,,-,,"365,8600",123.724,5,5,-,"100,0%",,-
Antalya,100790320,Devlet,Akdeniz Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"360,8705",154.400,"l
27",27,0,"100,0%",,-9.873,,-,,"340,7527",164.273,30,30,-,"100,0%",,-
Eskişehir,101090573,Devlet,Anadolu Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"359,4620",156.800,27,27,0,"100,0%",,3.607,,-,,"346,9769",153.193,30,30,-,"100,0%",,-
İstanbul,208410035,Vakıf,İstinye Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"359,4185","a
156.800",5,5,0,"100,0%",,9.443,,-,,"350,4405",147.357,5,5,-,"100,0%",,-
Ankara,208810014,Vakıf,Lokman Hekim Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"358,4323",158.600,5,5,0,"100,0%",,18.882,,-,,"355,1320",139.718,5,5,-,"100,0%",,-
İstanbul,207610239,Vakıf,Biruni Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"s
357,5327",160.200,8,8,0,"100,0%",,13.184,,-,,"350,6490",147.016,5,5,-,"100,0%",,-
İstanbul,111010038,Devlet,Sağlık Bilimleri Ü.,Hamidiye Sağlık Bilimleri Fak.,Örgün,-,,"357,1533",160.900,27,27,0,"100,0%",,6.210,,-,,"346,1044",154.690,30,30,-,"100,0%",,-
Ankara,111091160,Devlet,Sağlık Bilimleri Ü.,Gülhane Sağlık Bilimleri Fak.,Örgün,"n
-",,"354,4286",165.900,27,27,0,"100,0%",,-18.408,,-,,"330,6312",184.308,30,30,-,"100,0%",,-
İstanbul,202512499,Vakıf,İstanbul Bilgi Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"353,9247",166.800,4,4,0,"100,0%",,3.330,,-,,"341,1659",163.470,5,5,-,"100,0%",,-
Antalya,206410651,Vakıf,Antalya Bilim Ü.,Sağlık Bilimleri Fak.,"u
Burslu",-,,"353,8598",166.900,4,4,0,"100,0%",,-23.990,,-,,"327,6136",190.890,5,5,-,"100,0%",,-
Ankara,110010368,Devlet,Ankara Yıldırım Beyazıt Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"350,8871",172.600,27,27,0,"100,0%",,1.508,,-,,"337,2060",171.092,30,30,-,"100,0%",,-
İstanbul,202412613,Vakıf,İstanbul Aydın Ü.,".
Sağlık Bilimleri Fak.",Burslu,-,,"349,1504",176.000,8,8,0,"100,0%",,5.819,,-,,"337,6857",170.181,5,5,-,"100,0%",,-
İstanbul,203110953,Vakıf,İstanbul Medipol Ü.,Sağlık Bilimleri Y.O.,Burslu,-,,"348,1413",177.900,5,5,0,"100,0%",,36.426,,-,,"354,0531",141.474,5,5,-,"100,0%",,-
İzmir,209610027,Vakıf,İzmir Tınaztepe Ü.,"w
Sağlık Bilimleri Fak.",Burslu,-,,"348,0045",178.300,4,4,0,"100,0%",,16.544,,-,,"342,1147",161.756,5,5,-,"100,0%",,-
İzmir,105710281,Devlet,İzmir Katip Çelebi Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"344,7504",184.600,27,27,0,"100,0%",,6.475,,-,,"333,5914",178.125,30,30,-,"100,0%",,-
Ankara,207910042,Vakıf,Yüksek İhtisas Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"342,6125",188.900,7,7,0,"100,0%",,15.077,,-,,"335,8043",173.823,5,5,-,"100,0%",,-
Bursa,109790626,Devlet,Bursa Uludağ Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"342,1432",189.900,27,27,0,"100,0%",,-16.433,,-,,"320,8842",206.333,30,30,-,"100,0%",,-
İstanbul,203011519,Vakıf,İstanbul Kültür Ü.,"w
Sağlık Bilimleri Fak.",Burslu,-,,"341,3585",191.500,4,4,0,"100,0%",,-19.463,,-,,"318,9949",210.963,5,5,-,"100,0%",,-
İstanbul,204712967,Vakıf,İstanbul Okan Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"340,5492",193.100,4,4,0,"100,0%",,4.693,,-,,"328,7655",188.407,5,5,-,"100,0%",,-
İstanbul,105490021,Devlet,İstanbul Medeniyet Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"340,2526",193.800,27,27,0,"100,0%",,-49,,-,,"326,2692",193.849,30,30,-,"100,0%",,-
Bursa,210000458,Vakıf,"w
Mudanya Ü.",Sağlık Bilimleri Fak.,Burslu,-,,"339,2633",195.900,3,3,0,"100,0%",,-20.245,,-,,"316,9643",216.145,4,4,-,"100,0%",,-
Samsun,108211115,Devlet,Ondokuz Mayıs Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"338,9444",196.600,27,27,0,"100,0%",,-9.989,,-,,"320,7829",206.589,30,30,-,"100,0%",,-
İstanbul,206511356,Vakıf,Üsküdar Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"338,3069",198.100,4,4,0,"100,0%",,11.860,,-,,"329,7468",186.240,5,5,-,"100,0%",,-
İstanbul,201990505,Vakıf,Haliç Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"338,2433",198.200,8,8,0,"100,0%",,998,,-,,"324,7920",197.202,10,10,-,"100,0%",,-
İstanbul,209410020,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"337,6074",199.700,3,3,0,"100,0%",,-4.302,,-,,"321,8727",204.002,4,4,-,"100,0%",,-
İstanbul,209010027,Vakıf,Fenerbahçe Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"337,5551",199.800,5,5,0,"100,0%",,3.755,,-,,"325,3155",196.045,5,5,-,"100,0%",,-
İstanbul,203210952,Vakıf,İstanbul Sabahattin Zaim Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"337,4172",200.100,9,9,0,"100,0%",,14.759,,-,,"330,1528",185.341,9,9,-,"100,0%",,-
İstanbul,210301991,Vakıf,İstanbul Beykent Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"337,3845",200.200,4,4,0,"100,0%",,4.759,,-,,"325,5580",195.441,5,5,-,"100,0%",,-
İstanbul,202490849,Vakıf,İstanbul Aydın Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"337,2538",200.500,6,6,0,"100,0%",,13.725,,-,,"329,5032",186.775,4,4,-,"100,0%",,-
İstanbul,209310050,Vakıf,İstanbul Atlas Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"334,5974",206.900,4,4,0,"100,0%",,18.795,,-,,"328,9013",188.105,5,5,-,"100,0%",,-
Konya,108911523,Devlet,Selçuk Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"331,6339",213.800,27,27,0,"100,0%",,-17.351,,-,,"311,3286",231.151,30,30,-,"100,0%",,-
İstanbul,201910324,Vakıf,Haliç Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"330,9666",215.300,10,10,0,"100,0%",,27.627,,-,,"329,1047",187.673,10,10,-,"100,0%",,-
Aydın,100310961,Devlet,Aydın Adnan Menderes Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"330,6619",216.100,27,27,0,"100,0%",,-8.278,,-,,"313,8113",224.378,30,30,-,"100,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
İstanbul,204712931,Vakıf,İstanbul Okan Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"330,4701",216.600,5,5,0,"100,0%",,8.391,,-,,"320,1248",208.209,5,5,-,"100,0%",,-
Kayseri,103510826,Devlet,Erciyes Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"330,2747",217.100,27,27,0,"100,0%",,-6.284,,-,,"314,1731",223.384,30,30,-,"100,0%",,-
İstanbul,202390237,Vakıf,İstanbul Arel Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"330,1277",217.400,4,4,0,"100,0%",,-16.918,,-,,"310,1938",234.318,5,5,-,"100,0%",,-
İzmir,111110061,Devlet,İzmir Demokrasi Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"330,0331",217.700,27,27,0,"100,0%",,1.309,,-,,"316,8731",216.391,30,30,-,"100,0%",,-
Gaziantep,201610909,Vakıf,Hasan Kalyoncu Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"329,4478",219.100,5,5,0,"100,0%",,-6.699,,-,,"313,2814",225.799,5,5,-,"100,0%",,-
Muğla,107610716,Devlet,Muğla Sıtkı Koçman Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"327,4058",224.300,27,27,0,"100,0%",,-6.328,,-,,"311,5050",230.628,30,30,-,"100,0%",,-
İstanbul,208710138,Vakıf,İstanbul Kent Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"326,4914",226.700,4,4,0,"100,0%",,-5.288,,-,,"311,0333",231.988,6,6,-,"100,0%",,-
İstanbul,209810053,Vakıf,İstanbul Galata Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"325,8137",228.500,3,3,0,"100,0%",,970,,-,,"312,6376",227.530,4,4,-,"100,0%",,-
İstanbul,202790521,Vakıf,İstanbul Gelişim Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"324,9665",230.700,4,4,0,"100,0%",,11.977,,-,,"315,9593",218.723,5,5,-,"100,0%",,-
Trabzon,106290302,Devlet,Karadeniz Teknik Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"324,2804",232.500,27,27,0,"100,0%",,1.598,,-,,"311,4142",230.902,30,30,-,"100,0%",,-
İstanbul,202790522,Vakıf,İstanbul Gelişim Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"324,2590",232.600,4,4,0,"100,0%",,-10.922,,-,,"306,9512",243.522,5,5,-,"100,0%",,-
Mersin,205590045,Vakıf,Toros Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"323,2451",235.300,4,4,0,"100,0%",,19.546,,-,,"317,1332",215.754,5,5,-,"100,0%",,-
İstanbul,208750530,Vakıf,İstanbul Kent Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"323,0408",235.900,5,5,0,"100,0%",,-13.428,,-,,"304,9676","m
249.328",6,6,-,"100,0%",,-
İstanbul,210402264,Vakıf,İstanbul Nişantaşı Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"322,3157",237.900,5,5,0,"100,0%",,-5.235,,-,,"307,0870",243.135,5,5,-,"100,0%",,-
Konya,204090517,Vakıf,KTO Karatay Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"322,0384",238.600,5,5,0,"100,0%",,50.465,,-,,"328,8857",188.135,5,5,-,"100,0%",,-
İstanbul,206210758,Vakıf,İstanbul Yeni Yüzyıl Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"321,9285",238.900,5,5,0,"100,0%",,-9.277,,-,,"o
305,3595",248.177,5,5,-,"100,0%",,-
Bolu,100190229,Devlet,Bolu Abant İzzet Baysal Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"321,2742",240.700,27,27,0,"100,0%",,-13.197,,-,,"303,4753",253.897,30,30,-,"100,0%",,-
İstanbul,202650607,Vakıf,Demiroğlu Bilim Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"320,6040",242.600,4,4,0,"100,0%",,-4.898,,"c
-",,"305,5867",247.498,4,4,-,"100,0%",,-
Balıkesir,110670133,Devlet,Bandırma Onyedi Eylül Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"319,9909",244.300,27,27,0,"100,0%",,-12.054,,-,,"302,6900",256.354,30,30,-,"100,0%",,-
İstanbul,208151148,Vakıf,İstanbul Rumeli Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"319,5088",245.800,4,4,0,"100,0%",,".
-7.747",,-,,"303,5867",253.547,5,5,-,"100,0%",,-
Konya,107090302,Devlet,Necmettin Erbakan Ü.,Nezahat Keleşoğlu Sağlık Bilimleri Fak.,Örgün,-,,"319,0862",247.000,27,27,0,"100,0%",,-10.818,,-,,"302,2300",257.818,30,30,-,"100,0%",,-
Edirne,109410572,Devlet,Trakya Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"318,9821",247.400,27,27,0,"m
100,0%",,-5.495,,-,,"303,7888",252.895,30,30,-,"100,0%",,-
Isparta,109290585,Devlet,Süleyman Demirel Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"318,1505",249.700,27,27,0,"100,0%",,-16.630,,-,,"299,6028",266.330,30,30,-,"100,0%",,-
Muğla,107690155,Devlet,Muğla Sıtkı Koçman Ü.,Fethiye Sağlık Bilimleri Fak.,Örgün,-,,"317,4869",251.400,27,27,0,"100,0%",,-10.893,,-,,"300,8251",262.293,30,30,-,"100,0%",,-
İstanbul,201790178,Vakıf,İstanbul Gedik Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"317,0087",252.600,4,"i
4",0,"100,0%",,17.263,,-,,"309,8417",235.337,5,5,-,"100,0%",,-
Antalya,110590039,Devlet,Alanya Alaaddin Keykubat Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"316,4261",254.400,"l
27",27,0,"100,0%",,-6.198,,-,,"301,3632",260.598,30,30,-,"100,0%",,-
İstanbul,207510055,Vakıf,İstanbul Esenyurt Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"314,9902",258.700,5,5,0,"100,0%",,-24.101,,-,,"294,8395",282.801,5,5,-,"100,0%",,-
Gaziantep,104290486,Devlet,Gaziantep Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"314,4448","a
260.300",27,27,0,"100,0%",,-45.205,,-,,"288,7066",305.505,30,30,-,"100,0%",,-
Tekirdağ,107990178,Devlet,Tekirdağ Namık Kemal Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"313,3759",263.600,27,27,0,"100,0%",,-6.284,,-,,"298,5691",269.884,30,30,-,"100,0%",,-
Kayseri,204610257,Vakıf,Nuh Naci Yazgan Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"s
313,3387",263.700,7,7,0,"100,0%",,26.915,,-,,"309,2919",236.785,5,5,-,"100,0%",,-
Diyarbakır,103090240,Devlet,Dicle Ü.,Atatürk Sağlık Bilimleri Fak.,Örgün,-,,"311,8458",268.400,27,27,0,"100,0%",,413,,-,,"299,1089",267.987,30,30,-,"100,0%",,-
Adana,102990464,Devlet,Çukurova Ü.,Sağlık Bilimleri Fak.,Örgün,"n
İng.",,"311,5665",269.300,25,25,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
Ordu,108390217,Devlet,Ordu Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"310,6849",272.100,27,27,0,"100,0%",,-39.605,,-,,"287,1444",311.705,30,30,-,"100,0%",,-
Kütahya,111490203,Devlet,Kütahya Sağlık Bilimleri Ü.,Sağlık Bilimleri Fak.,"u
Örgün",-,,"310,2133",273.600,27,27,0,"100,0%",,-19.173,,-,,"292,0332",292.773,30,30,-,"100,0%",,-
Trabzon,200310924,Vakıf,Avrasya Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"310,1563",273.700,3,3,0,"100,0%",,-20.892,,-,,"291,5398",294.592,4,4,-,"100,0%",,-
Kırıkkale,106610419,Devlet,Kırıkkale Ü.,".
Sağlık Bilimleri Fak.",Örgün,-,,"309,4011",276.100,27,27,0,"100,0%",,-16.724,,-,,"292,0175",292.824,30,30,-,"100,0%",,-
Afyon,112610554,Devlet,Afyonkarahisar Sağlık Bilimleri Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"308,7898",278.200,27,27,0,"100,0%",,-5.752,,-,,"294,5312",283.952,30,30,-,"100,0%",,-
Nevşehir,203851851,Vakıf,Kapadokya Ü.,"w
Sağlık Bilimleri Y.O.",Burslu,-,,"308,5326",279.000,4,4,0,"100,0%",,-21.254,,-,,"290,0738",300.254,5,5,-,"100,0%",,-
Erzurum,101410975,Devlet,Atatürk Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"308,3588",279.600,27,27,0,"100,0%",,-8.381,,-,,"293,3721",287.981,30,30,-,"100,0%",,-
Burdur,107390099,Devlet,Burdur Mehmet Akif Ersoy Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"306,4080",286.100,27,27,0,"100,0%",,-12.782,,-,,"290,4455",298.882,30,30,-,"100,0%",,-
Gaziantep,207710026,Vakıf,Sanko Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"305,9551",287.600,5,5,0,"100,0%",,86.446,,-,,"323,0498",201.154,5,5,-,"100,0%",,-
Kırklareli,106770747,Devlet,Kırklareli Ü.,"w
Sağlık Bilimleri Fak.",Örgün,-,,"304,0736",294.200,27,27,0,"100,0%",,-16.522,,-,,"287,3869",310.722,30,30,-,"100,0%",,-
Gazimağusa,300112621,Kıbrıs,Doğu Akdeniz Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"303,9361",294.600,6,6,0,"100,0%",,-10.992,,-,,"288,6879",305.592,6,6,-,"100,0%",,-
Sivas,102690269,Devlet,Sivas Cumhuriyet Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"302,0943",301.100,27,27,0,"100,0%",,-20.812,,-,,"284,6942",321.912,30,30,-,"100,0%",,-
Amasya,100990067,Devlet,"w
Amasya Ü.",Sağlık Bilimleri Fak.,Örgün,-,,"300,9909",305.100,27,27,0,"100,0%",,-7.816,,-,,"286,8542",312.916,30,30,-,"100,0%",,-
Malatya,105390419,Devlet,İnönü Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"300,6674",306.300,27,27,0,"100,0%",,-23.772,,-,,"282,7392",330.072,30,30,-,"100,0%",,-
Kastamonu,106410448,Devlet,Kastamonu Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"300,0718",308.400,27,27,0,"100,0%",,-20.556,,-,,"283,0127",328.956,30,30,-,"100,0%",,-
Elazığ,103910876,Devlet,Fırat Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"297,6290",317.600,27,27,0,"100,0%",,-6.606,,-,,"284,1390",324.206,30,30,-,"100,0%",,-
Gazimağusa,300112251,Kıbrıs,Doğu Akdeniz Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"296,9915",320.000,6,6,0,"100,0%",,-27.467,,-,,"278,8630",347.467,6,6,-,"100,0%",,-
Niğde,108190144,Devlet,Niğde Ömer Halisdemir Ü.,Bor Sağlık Bilimleri Fak.,Örgün,-,,"296,2323",322.800,27,27,0,"100,0%",,-2.758,,-,,"283,8125",325.558,30,30,-,"100,0%",,-
Konya,108911153,Devlet,Selçuk Ü.,Akşehir Kadir Yallagöz Sağlık Y.O.,Örgün,-,,"296,1797",323.000,27,27,0,"100,0%",,-16.589,,-,,"280,5959",339.589,30,30,-,"100,0%",,-
Erzurum,103730110,Devlet,Erzurum Teknik Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"296,1321",323.200,27,27,0,"100,0%",,-28.012,,-,,"278,0530",351.212,30,30,-,"100,0%",,-
Tokat,104390119,Devlet,Tokat Gaziosmanpaşa Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"295,3555",326.200,27,27,0,"100,0%",,-24.449,,-,,"278,1735",350.649,30,30,-,"100,0%",,-
Karaman,106390040,Devlet,Karamanoğlu Mehmetbey Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"294,9445",327.800,27,27,0,"100,0%",,-16.706,,-,,"279,5121",344.506,30,30,-,"100,0%",,-
Ankara,208810165,Vakıf,Lokman Hekim Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,,"294,3103",330.400,30,30,0,"100,0%",,-13.439,,₺260.000,,"279,6653",343.839,34,34,-,"100,0%",,₺144.000
Çankırı,102890060,Devlet,Çankırı Karatekin Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"293,9496",331.900,27,27,0,"100,0%",,-14.109,,-,,"279,1763",346.009,30,30,-,"100,0%",,-
Rize,108790140,Devlet,Recep Tayyip Erdoğan Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"293,4610",333.900,27,27,0,"100,0%",,-24.561,,-,,"276,5561",358.461,30,30,-,"100,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
Çorum,105190118,Devlet,Hitit Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"293,0873",335.400,27,27,0,"100,0%",,-18.812,,-,,"277,4191",354.212,30,30,-,"100,0%",,-
Konya,108990568,Devlet,Selçuk Ü.,Kulu Sağlık Bilimleri Fak.,Örgün,-,,"292,5565",337.600,36,36,0,"100,0%",,-20.084,,-,,"276,7041",357.684,40,40,-,"100,0%",,-
Mardin,107190026,Devlet,Mardin Artuklu Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"292,0744",339.600,27,27,0,"100,0%",,-4.059,,-,,"279,7103",343.659,30,30,-,"100,0%",,-
Van,110290297,Devlet,Van Yüzüncü Yıl Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"292,0794",339.600,25,25,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
Osmaniye,108510256,Devlet,Osmaniye Korkut Ata Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"291,8384",340.600,27,27,0,"100,0%",,-11.195,,-,,"277,9289",351.795,30,30,-,"100,0%",,-
Malatya,111570312,Devlet,Malatya Turgut Özal Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"291,0087",344.100,27,27,0,"100,0%",,-21.935,,-,,"275,0328",366.035,30,30,-,"100,0%",,-
Erzincan,103610367,Devlet,Erzincan Binali Yıldırım Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"288,5461",354.700,27,27,0,"100,0%",,-17.668,,-,,"273,7493",372.368,30,30,-,"100,0%",,-
K.Maraş,112270922,Devlet,Kahramanmaraş İstiklal Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"288,3790",355.400,27,27,0,"100,0%",,-37.942,,-,,"269,8199",393.342,30,30,-,"100,0%",,-
Gümüşhane,104710345,Devlet,Gümüşhane Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"287,9481",357.300,27,27,0,"100,0%",,-31.947,,-,,"270,5289",389.247,30,30,-,"100,0%",,-
Artvin,101310243,Devlet,Artvin Çoruh Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"286,5672",363.300,27,27,0,"100,0%",,-28.378,,-,,"270,1085",391.678,30,30,-,"100,0%",,-
Bayburt,101810229,Devlet,Bayburt Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"282,8971",380.600,27,27,0,"100,0%",,-25.549,,-,,"267,5938",406.149,30,30,-,"100,0%",,-
İstanbul,200910469,Vakıf,Bezm-İ Alem Vakıf Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,,"281,4824",387.200,28,28,0,"100,0%",,40.111,,₺305.250,,"278,9455",347.089,24,24,-,"100,0%",,₺165.000
Konya,204090531,Vakıf,KTO Karatay Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,,"281,2140",388.500,6,6,0,"100,0%",,70.173,,₺223.300,,"285,5626","m
318.327",6,6,-,"100,0%",,₺135.300
İzmir,203590280,Vakıf,İzmir Ekonomi Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,,"280,5681",391.700,23,23,0,"100,0%",,36.652,,₺447.500,,"277,2450",355.048,25,25,-,"100,0%",,₺258.000
Bingöl,102090089,Devlet,Bingöl Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"279,5721",396.900,27,27,0,"100,0%",,-18.802,,-,,"266,0045",415.702,30,30,-,"100,0%",,-
Ankara,200611152,Vakıf,Başkent Ü.,Sağlık Bilimleri Fak.,%25 İnd.,-,,"279,3654",397.900,12,12,0,"100,0%",,-15.041,,₺705.000,,"o
266,4602",412.941,16,16,-,"100,0%",,₺423.750
Bitlis,102190085,Devlet,Bitlis Eren Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"279,3281",398.100,27,27,0,"100,0%",,-13.176,,-,,"266,7449",411.276,30,30,-,"100,0%",,-
Tunceli,109590037,Devlet,Munzur Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"279,1678",398.900,27,27,0,"100,0%",,-17.921,,"c
-",,"265,8117",416.821,30,30,-,"100,0%",,-
